years_of_experience,aerodynamics_score,technological_score,Leadership Score ,Leader,,,W1,W2,W3
17,28,7,414,0,,,,,
13,17,1,242,0,,,,,
5,5,3,96,0,,,,,
4,5,7,119,0,,,,,
5,50,3,546,1,,,,,
4,15,7,219,0,,,,,
12,19,5,285,0,,,,,
10,23,4,308,0,,,,,
5,15,7,224,0,,,,,
0,15,8,206,0,,,,,
4,23,9,313,0,,,,,
4,15,9,233,0,,,,,
6,31,4,368,0,,,,,
12,16,6,262,0,,,,,
13,48,8,601,1,,,,,
14,46,3,551,1,,,,,
13,30,3,386,0,,,,,
18,50,6,632,1,,,,,
17,13,1,222,0,,,,,
18,36,4,478,1,,,,,
11,8,1,142,0,,,,,
14,20,1,277,0,,,,,
14,8,5,185,0,,,,,
7,43,2,479,1,,,,,
12,25,1,317,0,,,,,
19,42,5,550,1,,,,,
10,24,6,332,0,,,,,
19,26,8,411,0,,,,,
15,11,3,206,0,,,,,
10,24,10,360,0,,,,,
13,16,8,281,0,,,,,
20,26,2,374,0,,,,,
2,31,2,334,0,,,,,
11,49,6,587,1,,,,,
20,30,5,435,0,,,,,
5,44,5,500,1,,,,,
19,5,6,187,0,,,,,
6,38,10,480,1,,,,,
8,10,5,175,0,,,,,
7,41,3,466,1,,,,,
17,49,10,645,1,,,,,
16,22,8,356,0,,,,,
11,21,10,335,0,,,,,
17,38,3,486,1,,,,,
18,16,7,299,0,,,,,
14,30,4,398,0,,,,,
10,42,5,505,1,,,,,
5,6,6,127,0,,,,,
17,38,10,535,1,,,,,
17,40,4,513,1,,,,,
11,13,5,220,0,,,,,
16,42,7,549,1,,,,,
13,12,6,227,0,,,,,
14,24,5,345,0,,,,,
20,35,5,485,1,,,,,
18,22,4,338,0,,,,,
7,28,5,350,0,,,,,
15,34,2,429,0,,,,,
0,30,7,349,0,,,,,
1,47,3,496,1,,,,,
3,49,6,547,1,,,,,
1,24,7,294,0,,,,,
15,41,4,513,1,,,,,
0,20,7,249,0,,,,,
1,29,2,309,0,,,,,
6,46,8,546,1,,,,,
11,38,10,505,1,,,,,
4,29,1,317,0,,,,,
20,23,7,379,0,,,,,
14,46,9,593,1,,,,,
10,44,2,504,1,,,,,
7,37,7,454,1,,,,,
8,10,8,196,0,,,,,
1,40,7,454,1,,,,,
14,50,6,612,1,,,,,
8,45,8,546,1,,,,,
16,37,4,478,1,,,,,
0,33,1,337,0,,,,,
14,12,7,239,0,,,,,
18,44,3,551,1,,,,,
17,27,3,376,0,,,,,
10,39,5,475,1,,,,,
18,39,7,529,1,,,,,
16,42,10,570,1,,,,,
9,19,2,249,0,,,,,
7,35,3,406,0,,,,,
18,44,6,572,1,,,,,
19,18,3,296,0,,,,,
18,34,1,437,0,,,,,
17,30,5,420,0,,,,,
15,9,6,207,0,,,,,
20,22,1,327,0,,,,,
2,22,4,258,0,,,,,
18,38,2,484,1,,,,,
20,5,6,192,0,,,,,
18,19,7,329,0,,,,,
1,17,5,210,0,,,,,
13,27,7,384,0,,,,,
13,15,1,222,0,,,,,
19,29,10,455,1,,,,,
13,49,4,583,1,,,,,
4,10,3,141,0,,,,,
5,35,10,445,0,,,,,
11,50,10,625,1,,,,,
15,38,4,483,1,,,,,
19,25,2,359,0,,,,,
8,44,1,487,1,,,,,
11,41,8,521,1,,,,,
19,35,2,459,1,,,,,
18,38,5,505,1,,,,,
19,5,8,201,0,,,,,
9,19,1,242,0,,,,,
3,35,7,414,0,,,,,
14,45,7,569,1,,,,,
6,12,10,220,0,,,,,
1,46,3,486,1,,,,,
7,45,7,534,1,,,,,
16,45,5,565,1,,,,,
11,44,2,509,1,,,,,
13,20,7,314,0,,,,,
12,34,3,421,0,,,,,
17,34,5,460,1,,,,,
20,29,7,439,0,,,,,
5,38,10,475,1,,,,,
12,38,7,489,1,,,,,
10,41,2,474,1,,,,,
19,16,1,262,0,,,,,
14,21,4,308,0,,,,,
7,5,8,141,0,,,,,
18,16,9,313,0,,,,,
19,15,6,287,0,,,,,
16,40,4,508,1,,,,,
1,19,5,230,0,,,,,
18,14,4,258,0,,,,,
11,20,3,276,0,,,,,
18,49,7,629,1,,,,,
8,16,3,221,0,,,,,
8,27,5,345,0,,,,,
19,28,1,382,0,,,,,
20,40,7,549,1,,,,,
12,5,7,159,0,,,,,
20,10,2,214,0,,,,,
16,46,2,554,1,,,,,
20,38,2,494,1,,,,,
0,15,2,164,0,,,,,
11,5,4,133,0,,,,,
14,48,3,571,1,,,,,
5,22,5,280,0,,,,,
19,50,9,658,1,,,,,
12,26,6,362,0,,,,,
14,32,7,439,0,,,,,
11,25,8,361,0,,,,,
4,47,7,539,1,,,,,
20,32,2,434,0,,,,,
12,22,8,336,0,,,,,
15,29,10,435,0,,,,,
17,22,7,354,0,,,,,
0,32,10,390,0,,,,,
6,16,10,260,0,,,,,
18,34,7,479,1,,,,,
2,38,9,453,1,,,,,
10,12,2,184,0,,,,,
6,36,2,404,0,,,,,
16,50,5,615,1,,,,,
4,27,4,318,0,,,,,
17,44,2,539,1,,,,,
14,29,10,430,0,,,,,
14,42,5,525,1,,,,,
13,44,6,547,1,,,,,
7,14,2,189,0,,,,,
10,43,2,494,1,,,,,
3,41,6,467,1,,,,,
20,22,8,376,0,,,,,
18,11,10,270,0,,,,,
11,15,1,212,0,,,,,
6,33,8,416,0,,,,,
12,19,1,257,0,,,,,
1,7,7,124,0,,,,,
6,17,1,207,0,,,,,
2,10,10,180,0,,,,,
13,11,3,196,0,,,,,
18,5,10,210,0,,,,,
0,21,4,238,0,,,,,
19,22,7,364,0,,,,,
6,39,5,455,1,,,,,
4,21,5,265,0,,,,,
1,31,9,378,0,,,,,
17,29,2,389,0,,,,,
16,16,9,303,0,,,,,
15,39,2,479,1,,,,,
20,37,7,519,1,,,,,
20,38,8,536,1,,,,,
2,25,6,302,0,,,,,
14,29,2,374,0,,,,,
7,50,7,584,1,,,,,
18,31,5,435,0,,,,,
4,38,9,463,1,,,,,
6,46,6,532,1,,,,,
15,45,4,553,1,,,,,
18,41,5,535,1,,,,,
10,25,8,356,0,,,,,
0,21,9,273,0,,,,,
12,6,10,190,0,,,,,
18,22,7,359,0,,,,,
15,47,4,573,1,,,,,
14,21,6,322,0,,,,,
19,41,4,533,1,,,,,
9,32,10,435,0,,,,,
1,40,4,433,0,,,,,
5,48,10,575,1,,,,,
4,19,6,252,0,,,,,
20,34,2,454,1,,,,,
9,34,7,434,0,,,,,
15,20,5,310,0,,,,,
5,27,4,323,0,,,,,
1,42,7,474,1,,,,,
1,44,2,459,1,,,,,
6,28,6,352,0,,,,,
3,34,4,383,0,,,,,
17,26,10,415,0,,,,,
14,25,6,362,0,,,,,
13,8,1,152,0,,,,,
1,18,10,255,0,,,,,
16,22,5,335,0,,,,,
13,5,8,171,0,,,,,
10,7,5,155,0,,,,,
10,21,10,330,0,,,,,
7,29,1,332,0,,,,,
8,18,7,269,0,,,,,
11,33,2,399,0,,,,,
4,34,1,367,0,,,,,
6,13,4,188,0,,,,,
4,20,5,255,0,,,,,
17,36,2,459,1,,,,,
13,33,4,423,0,,,,,
6,31,5,375,0,,,,,
10,10,4,178,0,,,,,
13,47,4,563,1,,,,,
1,28,5,320,0,,,,,
18,5,1,147,0,,,,,
0,42,9,483,1,,,,,
11,26,3,336,0,,,,,
2,31,5,355,0,,,,,
20,38,2,494,1,,,,,
8,26,3,321,0,,,,,
8,47,7,559,1,,,,,
19,24,5,370,0,,,,,
17,8,4,193,0,,,,,
14,5,10,190,0,,,,,
15,28,10,425,0,,,,,
11,36,2,429,0,,,,,
12,8,1,147,0,,,,,
18,36,6,492,1,,,,,
13,11,2,189,0,,,,,
17,27,1,362,0,,,,,
11,11,2,179,0,,,,,
15,50,5,610,1,,,,,
7,24,4,303,0,,,,,
3,27,10,355,0,,,,,
16,23,3,331,0,,,,,
12,35,8,466,1,,,,,
12,37,9,493,1,,,,,
11,30,9,418,0,,,,,
7,6,2,109,0,,,,,
3,20,2,229,0,,,,,
2,23,5,275,0,,,,,
6,21,4,268,0,,,,,
18,26,2,364,0,,,,,
0,29,4,318,0,,,,,
16,38,3,481,1,,,,,
2,34,7,399,0,,,,,
15,24,2,329,0,,,,,
10,6,9,173,0,,,,,
0,14,4,168,0,,,,,
7,36,8,451,1,,,,,
4,40,8,476,1,,,,,
6,11,8,196,0,,,,,
11,12,8,231,0,,,,,
15,29,4,393,0,,,,,
19,37,5,500,1,,,,,
20,28,4,408,0,,,,,
1,20,5,240,0,,,,,
7,5,1,92,0,,,,,
2,12,9,193,0,,,,,
18,38,6,512,1,,,,,
3,9,7,154,0,,,,,
2,16,6,212,0,,,,,
14,45,8,576,1,,,,,
13,36,7,474,1,,,,,
20,27,3,391,0,,,,,
10,43,6,522,1,,,,,
10,39,5,475,1,,,,,
13,36,9,488,1,,,,,
13,5,2,129,0,,,,,
13,20,10,335,0,,,,,
5,47,9,558,1,,,,,
17,31,2,409,0,,,,,
0,7,8,126,0,,,,,
12,38,10,510,1,,,,,
6,27,3,321,0,,,,,
20,22,5,355,0,,,,,
18,35,2,454,1,,,,,
16,13,7,259,0,,,,,
13,37,8,491,1,,,,,
3,49,10,575,1,,,,,
11,19,1,252,0,,,,,
19,47,9,628,1,,,,,
6,46,3,511,1,,,,,
16,18,10,330,0,,,,,
17,24,9,388,0,,,,,
12,46,4,548,1,,,,,
0,9,4,118,0,,,,,
4,42,4,468,1,,,,,
7,6,5,130,0,,,,,
18,46,4,578,1,,,,,
20,26,1,367,0,,,,,
19,12,6,257,0,,,,,
4,12,2,154,0,,,,,
2,45,2,474,1,,,,,
8,13,10,240,0,,,,,
9,8,10,195,0,,,,,
19,19,5,320,0,,,,,
0,11,8,166,0,,,,,
0,36,8,416,0,,,,,
3,7,1,92,0,,,,,
18,32,4,438,0,,,,,
15,25,8,381,0,,,,,
19,8,2,189,0,,,,,
14,24,8,366,0,,,,,
4,38,4,428,0,,,,,
5,42,10,515,1,,,,,
18,35,5,475,1,,,,,
8,24,4,308,0,,,,,
7,20,4,263,0,,,,,
5,47,3,516,1,,,,,
11,14,7,244,0,,,,,
8,39,3,451,1,,,,,
14,13,4,228,0,,,,,
2,36,2,384,0,,,,,
11,10,9,218,0,,,,,
20,6,8,216,0,,,,,
10,28,4,358,0,,,,,
15,12,9,258,0,,,,,
17,36,5,480,1,,,,,
20,25,5,385,0,,,,,
15,24,2,329,0,,,,,
9,27,7,364,0,,,,,
11,43,2,499,1,,,,,
5,25,3,296,0,,,,,
3,9,4,133,0,,,,,
16,10,8,236,0,,,,,
10,46,5,545,1,,,,,
20,15,1,257,0,,,,,
9,11,9,218,0,,,,,
0,9,8,146,0,,,,,
20,46,2,574,1,,,,,
3,45,5,500,1,,,,,
9,5,8,151,0,,,,,
15,6,8,191,0,,,,,
7,33,9,428,0,,,,,
8,39,5,465,1,,,,,
13,49,8,611,1,,,,,
0,16,8,216,0,,,,,
19,45,2,559,1,,,,,
9,49,9,598,1,,,,,
4,43,5,485,1,,,,,
18,45,6,582,1,,,,,
20,49,1,597,1,,,,,
16,16,1,247,0,,,,,
10,24,7,339,0,,,,,
20,38,8,536,1,,,,,
2,9,7,149,0,,,,,
4,41,1,437,0,,,,,
11,22,5,310,0,,,,,
5,42,3,466,1,,,,,
17,39,7,524,1,,,,,
6,46,1,497,1,,,,,
14,31,10,450,0,,,,,
12,27,8,386,0,,,,,
3,44,2,469,1,,,,,
19,9,9,248,0,,,,,
5,48,7,554,1,,,,,
16,11,6,232,0,,,,,
0,33,6,372,0,,,,,
17,26,5,380,0,,,,,
20,19,3,311,0,,,,,
20,48,5,615,1,,,,,
3,34,10,425,0,,,,,
19,24,7,384,0,,,,,
15,15,3,246,0,,,,,
20,25,3,371,0,,,,,
7,29,4,353,0,,,,,
14,5,8,176,0,,,,,
15,30,4,403,0,,,,,
5,9,8,171,0,,,,,
20,10,7,249,0,,,,,
4,20,8,276,0,,,,,
9,22,10,335,0,,,,,
1,10,3,126,0,,,,,
17,12,1,212,0,,,,,
12,42,7,529,1,,,,,
0,41,7,459,1,,,,,
13,30,10,435,0,,,,,
2,43,3,461,1,,,,,
18,25,3,361,0,,,,,
17,28,1,372,0,,,,,
10,48,4,558,1,,,,,
17,30,4,413,0,,,,,
18,44,9,593,1,,,,,
14,20,8,326,0,,,,,
8,40,5,475,1,,,,,
1,15,4,183,0,,,,,
2,37,2,394,0,,,,,
15,48,10,625,1,,,,,
13,9,6,197,0,,,,,
20,31,9,473,1,,,,,
4,26,5,315,0,,,,,
17,20,3,306,0,,,,,
4,39,3,431,0,,,,,
6,12,7,199,0,,,,,
12,29,3,371,0,,,,,
3,34,5,390,0,,,,,
18,17,9,323,0,,,,,
0,33,10,400,0,,,,,
18,30,4,418,0,,,,,
7,27,5,340,0,,,,,
13,6,3,146,0,,,,,
16,14,9,283,0,,,,,
5,33,9,418,0,,,,,
10,6,9,173,0,,,,,
9,49,7,584,1,,,,,
17,24,9,388,0,,,,,
8,27,7,359,0,,,,,
1,18,8,241,0,,,,,
13,34,2,419,0,,,,,
6,8,8,166,0,,,,,
4,9,4,138,0,,,,,
14,50,9,633,1,,,,,
19,23,8,381,0,,,,,
19,7,1,172,0,,,,,
14,34,3,431,0,,,,,
4,33,9,413,0,,,,,
16,27,4,378,0,,,,,
16,9,9,233,0,,,,,
1,39,10,465,1,,,,,
8,48,9,583,1,,,,,
13,10,6,207,0,,,,,
18,12,10,280,0,,,,,
5,35,2,389,0,,,,,
7,19,1,232,0,,,,,
14,33,3,421,0,,,,,
20,34,9,503,1,,,,,
10,17,6,262,0,,,,,
7,21,10,315,0,,,,,
7,25,10,355,0,,,,,
12,7,8,186,0,,,,,
13,15,6,257,0,,,,,
11,47,3,546,1,,,,,
9,19,1,242,0,,,,,
0,9,5,125,0,,,,,
18,14,6,272,0,,,,,
5,16,9,248,0,,,,,
6,41,3,461,1,,,,,
2,22,6,272,0,,,,,
17,31,10,465,1,,,,,
14,42,2,504,1,,,,,
1,45,9,518,1,,,,,
2,42,8,486,1,,,,,
1,19,1,202,0,,,,,
0,49,10,560,1,,,,,
16,38,4,488,1,,,,,
13,6,4,153,0,,,,,
7,12,6,197,0,,,,,
5,47,7,544,1,,,,,
13,50,7,614,1,,,,,
8,9,7,179,0,,,,,
3,8,8,151,0,,,,,
7,33,3,386,0,,,,,
0,32,10,390,0,,,,,
7,36,1,402,0,,,,,
17,49,5,610,1,,,,,
4,19,9,273,0,,,,,
1,33,1,342,0,,,,,
9,31,1,362,0,,,,,
7,36,5,430,0,,,,,
9,5,8,151,0,,,,,
6,5,7,129,0,,,,,
16,16,8,296,0,,,,,
2,23,8,296,0,,,,,
0,31,2,324,0,,,,,
4,26,6,322,0,,,,,
9,11,5,190,0,,,,,
10,30,2,364,0,,,,,
2,29,1,307,0,,,,,
6,19,5,255,0,,,,,
11,47,3,546,1,,,,,
8,8,9,183,0,,,,,
2,34,8,406,0,,,,,
14,12,2,204,0,,,,,
7,50,3,556,1,,,,,
15,50,9,638,1,,,,,
4,5,4,98,0,,,,,
1,31,10,385,0,,,,,
6,42,9,513,1,,,,,
1,14,3,166,0,,,,,
20,50,8,656,1,,,,,
18,43,5,555,1,,,,,
14,43,9,563,1,,,,,
2,7,2,94,0,,,,,
7,45,8,541,1,,,,,
6,42,10,520,1,,,,,
13,32,4,413,0,,,,,
4,13,10,220,0,,,,,
4,8,6,142,0,,,,,
9,25,6,337,0,,,,,
7,40,2,449,0,,,,,
4,28,7,349,0,,,,,
12,45,6,552,1,,,,,
7,24,7,324,0,,,,,
9,6,6,147,0,,,,,
4,22,9,303,0,,,,,
5,48,9,568,1,,,,,
15,27,6,387,0,,,,,
16,29,3,391,0,,,,,
2,27,10,350,0,,,,,
10,28,4,358,0,,,,,
11,6,8,171,0,,,,,
4,42,1,447,0,,,,,
13,13,4,223,0,,,,,
9,35,6,437,0,,,,,
1,24,9,308,0,,,,,
6,46,2,504,1,,,,,
4,26,7,329,0,,,,,
3,39,3,426,0,,,,,
9,34,8,441,0,,,,,
16,38,7,509,1,,,,,
2,48,1,497,1,,,,,
15,43,4,533,1,,,,,
14,15,10,290,0,,,,,
20,22,7,369,0,,,,,
16,18,6,302,0,,,,,
20,16,4,288,0,,,,,
10,18,2,244,0,,,,,
10,22,9,333,0,,,,,
10,44,2,504,1,,,,,
3,35,5,400,0,,,,,
6,21,2,254,0,,,,,
17,47,5,590,1,,,,,
15,21,3,306,0,,,,,
3,29,6,347,0,,,,,
9,16,3,226,0,,,,,
9,11,6,197,0,,,,,
20,41,8,566,1,,,,,
18,36,4,478,1,,,,,
11,40,7,504,1,,,,,
12,20,8,316,0,,,,,
11,29,1,352,0,,,,,
18,25,2,354,0,,,,,
10,32,9,433,0,,,,,
20,7,3,191,0,,,,,
8,14,6,222,0,,,,,
10,48,1,537,1,,,,,
0,33,9,393,0,,,,,
20,39,8,546,1,,,,,
9,22,6,307,0,,,,,
16,42,6,542,1,,,,,
10,46,2,524,1,,,,,
18,21,1,307,0,,,,,
11,22,10,345,0,,,,,
14,7,1,147,0,,,,,
14,14,8,266,0,,,,,
12,7,10,200,0,,,,,
4,8,3,121,0,,,,,
10,24,2,304,0,,,,,
0,48,6,522,1,,,,,
13,44,1,512,1,,,,,
6,26,2,304,0,,,,,
17,23,4,343,0,,,,,
4,37,1,397,0,,,,,
2,18,3,211,0,,,,,
10,14,7,239,0,,,,,
20,19,7,339,0,,,,,
4,38,9,463,1,,,,,
4,17,2,204,0,,,,,
3,35,4,393,0,,,,,
10,16,8,266,0,,,,,
19,49,1,592,1,,,,,
5,13,7,204,0,,,,,
17,7,3,176,0,,,,,
20,31,4,438,0,,,,,
16,10,7,229,0,,,,,
16,38,4,488,1,,,,,
19,23,2,339,0,,,,,
20,11,6,252,0,,,,,
17,13,2,229,0,,,,,
4,10,7,169,0,,,,,
13,42,9,548,1,,,,,
5,37,10,465,1,,,,,
18,26,2,364,0,,,,,
2,23,10,310,0,,,,,
6,23,2,274,0,,,,,
6,14,2,184,0,,,,,
13,38,10,515,1,,,,,
9,38,3,446,0,,,,,
16,32,7,449,0,,,,,
13,7,9,198,0,,,,,
16,29,9,433,0,,,,,
8,18,10,290,0,,,,,
6,8,4,138,0,,,,,
7,38,3,436,0,,,,,
20,17,9,333,0,,,,,
20,39,5,525,1,,,,,
16,36,1,447,0,,,,,
12,19,3,271,0,,,,,
11,17,6,267,0,,,,,
1,26,10,335,0,,,,,
11,45,9,568,1,,,,,
16,26,8,396,0,,,,,
20,15,7,299,0,,,,,
2,34,6,392,0,,,,,
4,18,8,256,0,,,,,
11,40,10,525,1,,,,,
1,33,7,384,0,,,,,
0,47,9,533,1,,,,,
8,45,6,532,1,,,,,
3,6,3,96,0,,,,,
2,33,3,361,0,,,,,
14,15,6,262,0,,,,,
0,29,8,346,0,,,,,
10,18,9,293,0,,,,,
14,12,5,225,0,,,,,
9,34,5,420,0,,,,,
3,41,5,460,1,,,,,
0,50,3,521,1,,,,,
15,6,1,142,0,,,,,
19,41,6,547,1,,,,,
20,31,4,438,0,,,,,
9,33,7,424,0,,,,,
16,30,6,422,0,,,,,
1,36,7,414,0,,,,,
1,7,1,82,0,,,,,
20,39,7,539,1,,,,,
6,15,5,215,0,,,,,
11,48,7,584,1,,,,,
20,10,6,242,0,,,,,
13,25,1,322,0,,,,,
17,40,1,492,1,,,,,
9,37,9,478,1,,,,,
8,31,8,406,0,,,,,
13,7,1,142,0,,,,,
8,18,3,241,0,,,,,
14,25,1,327,0,,,,,
8,26,1,307,0,,,,,
3,38,8,451,1,,,,,
4,49,1,517,1,,,,,
15,23,10,375,0,,,,,
9,24,6,327,0,,,,,
13,22,4,313,0,,,,,
8,13,2,184,0,,,,,
5,26,1,292,0,,,,,
4,30,4,348,0,,,,,
18,36,1,457,1,,,,,
11,42,3,496,1,,,,,
13,6,1,132,0,,,,,
6,32,5,385,0,,,,,
11,29,1,352,0,,,,,
5,14,1,172,0,,,,,
13,44,5,540,1,,,,,
20,14,10,310,0,,,,,
13,32,9,448,0,,,,,
4,44,7,509,1,,,,,
10,26,8,366,0,,,,,
15,22,10,365,0,,,,,
9,25,9,358,0,,,,,
14,48,6,592,1,,,,,
19,28,6,417,0,,,,,
20,23,4,358,0,,,,,
14,39,6,502,1,,,,,
8,14,9,243,0,,,,,
1,38,8,441,0,,,,,
7,48,10,585,1,,,,,
12,36,7,469,1,,,,,
13,30,4,393,0,,,,,
14,21,2,294,0,,,,,
1,9,5,130,0,,,,,
7,30,8,391,0,,,,,
6,47,8,556,1,,,,,
17,37,9,518,1,,,,,
19,17,9,328,0,,,,,
19,22,7,364,0,,,,,
8,41,2,464,1,,,,,
0,38,2,394,0,,,,,
2,32,9,393,0,,,,,
20,13,1,237,0,,,,,
14,47,1,547,1,,,,,
7,41,2,459,1,,,,,
11,20,5,290,0,,,,,
18,49,3,601,1,,,,,
13,19,6,297,0,,,,,
0,46,1,467,1,,,,,
7,43,3,486,1,,,,,
1,45,2,469,1,,,,,
6,6,5,125,0,,,,,
13,47,2,549,1,,,,,
8,15,6,232,0,,,,,
2,38,2,404,0,,,,,
20,36,1,467,1,,,,,
3,43,7,494,1,,,,,
2,36,3,391,0,,,,,
1,32,8,381,0,,,,,
9,10,8,201,0,,,,,
9,46,8,561,1,,,,,
0,31,7,359,0,,,,,
13,5,6,157,0,,,,,
13,11,5,210,0,,,,,
17,40,6,527,1,,,,,
13,38,2,459,1,,,,,
15,23,2,319,0,,,,,
12,24,3,321,0,,,,,
4,17,10,260,0,,,,,
13,12,6,227,0,,,,,
8,43,6,512,1,,,,,
10,17,4,248,0,,,,,
5,12,7,194,0,,,,,
7,40,4,463,1,,,,,
8,42,7,509,1,,,,,
5,7,3,116,0,,,,,
15,47,7,594,1,,,,,
4,45,8,526,1,,,,,
12,23,10,360,0,,,,,
17,39,2,489,1,,,,,
19,47,4,593,1,,,,,
4,40,9,483,1,,,,,
11,42,7,524,1,,,,,
7,44,3,496,1,,,,,
6,17,7,249,0,,,,,
8,45,4,518,1,,,,,
18,40,10,560,1,,,,,
0,44,1,447,0,,,,,
11,22,8,331,0,,,,,
3,43,4,473,1,,,,,
13,39,3,476,1,,,,,
8,17,9,273,0,,,,,
1,10,1,112,0,,,,,
8,19,1,237,0,,,,,
1,16,10,235,0,,,,,
1,46,7,514,1,,,,,
6,37,5,435,0,,,,,
13,31,4,403,0,,,,,
9,6,1,112,0,,,,,
0,29,5,325,0,,,,,
5,27,1,302,0,,,,,
17,24,5,360,0,,,,,
7,7,4,133,0,,,,,
4,24,6,302,0,,,,,
3,7,6,127,0,,,,,
16,22,10,370,0,,,,,
16,21,4,318,0,,,,,
8,24,8,336,0,,,,,
20,15,9,313,0,,,,,
7,22,4,283,0,,,,,
1,26,5,300,0,,,,,
16,21,1,297,0,,,,,
1,7,2,89,0,,,,,
19,33,5,460,1,,,,,
4,40,4,448,0,,,,,
7,42,4,483,1,,,,,
11,29,1,352,0,,,,,
4,6,7,129,0,,,,,
16,38,5,495,1,,,,,
14,7,8,196,0,,,,,
3,16,2,189,0,,,,,
18,25,10,410,0,,,,,
15,10,1,182,0,,,,,
8,37,10,480,1,,,,,
16,13,3,231,0,,,,,
12,7,9,193,0,,,,,
11,45,2,519,1,,,,,
14,11,1,187,0,,,,,
13,15,1,222,0,,,,,
1,48,7,534,1,,,,,
17,17,1,262,0,,,,,
17,45,5,570,1,,,,,
0,9,2,104,0,,,,,
6,18,6,252,0,,,,,
2,19,1,207,0,,,,,
11,23,6,327,0,,,,,
12,5,10,180,0,,,,,
7,17,3,226,0,,,,,
3,26,4,303,0,,,,,
16,19,8,326,0,,,,,
15,11,9,248,0,,,,,
8,11,4,178,0,,,,,
9,25,6,337,0,,,,,
20,19,6,332,0,,,,,
8,35,5,425,0,,,,,
20,48,7,629,1,,,,,
20,35,3,471,1,,,,,
14,46,3,551,1,,,,,
7,39,7,474,1,,,,,
16,12,5,235,0,,,,,
11,12,6,217,0,,,,,
0,16,5,195,0,,,,,
3,8,4,123,0,,,,,
16,33,2,424,0,,,,,
17,45,8,591,1,,,,,
6,11,7,189,0,,,,,
15,25,2,339,0,,,,,
11,24,1,302,0,,,,,
9,8,8,181,0,,,,,
10,27,7,369,0,,,,,
6,40,7,479,1,,,,,
14,42,9,553,1,,,,,
7,26,1,302,0,,,,,
5,46,10,555,1,,,,,
18,17,9,323,0,,,,,
18,25,8,396,0,,,,,
18,10,4,218,0,,,,,
12,26,3,341,0,,,,,
0,49,7,539,1,,,,,
5,43,8,511,1,,,,,
8,30,2,354,0,,,,,
1,14,8,201,0,,,,,
19,30,8,451,1,,,,,
18,11,7,249,0,,,,,
18,21,2,314,0,,,,,
15,36,10,505,1,,,,,
7,48,2,529,1,,,,,
10,42,6,512,1,,,,,
5,21,4,263,0,,,,,
4,19,4,238,0,,,,,
8,13,8,226,0,,,,,
20,12,5,255,0,,,,,
12,7,8,186,0,,,,,
0,43,4,458,1,,,,,
2,49,3,521,1,,,,,
1,10,6,147,0,,,,,
9,19,3,256,0,,,,,
2,22,9,293,0,,,,,
5,42,7,494,1,,,,,
6,35,3,401,0,,,,,
7,11,10,215,0,,,,,
4,47,3,511,1,,,,,
12,44,10,570,1,,,,,
18,15,6,282,0,,,,,
17,39,3,496,1,,,,,
17,40,1,492,1,,,,,
14,6,2,144,0,,,,,
2,35,5,395,0,,,,,
7,11,10,215,0,,,,,
5,14,5,200,0,,,,,
16,47,7,599,1,,,,,
14,34,5,445,0,,,,,
4,33,7,399,0,,,,,
15,37,4,473,1,,,,,
18,46,6,592,1,,,,,
11,40,8,511,1,,,,,
0,32,3,341,0,,,,,
17,24,5,360,0,,,,,
18,28,3,391,0,,,,,
15,43,3,526,1,,,,,
10,42,6,512,1,,,,,
16,34,4,448,0,,,,,
9,20,9,308,0,,,,,
7,14,3,196,0,,,,,
3,23,4,273,0,,,,,
2,27,10,350,0,,,,,
9,37,1,422,0,,,,,
7,48,6,557,1,,,,,
9,21,10,325,0,,,,,
12,20,7,309,0,,,,,
10,21,4,288,0,,,,,
12,6,4,148,0,,,,,
11,37,3,446,0,,,,,
10,20,2,264,0,,,,,
2,37,10,450,0,,,,,
2,41,5,455,1,,,,,
1,29,8,351,0,,,,,
14,44,3,531,1,,,,,
17,41,9,558,1,,,,,
11,47,5,560,1,,,,,
7,44,6,517,1,,,,,
15,36,2,449,0,,,,,
14,8,2,164,0,,,,,
5,7,8,151,0,,,,,
13,40,10,535,1,,,,,
14,49,9,623,1,,,,,
10,7,3,141,0,,,,,
18,24,9,393,0,,,,,
3,45,6,507,1,,,,,
10,50,9,613,1,,,,,
11,35,10,475,1,,,,,
14,49,5,595,1,,,,,
16,19,1,277,0,,,,,
18,27,5,395,0,,,,,
16,20,3,301,0,,,,,
16,33,8,466,1,,,,,
7,40,5,470,1,,,,,
9,19,5,270,0,,,,,
3,36,3,396,0,,,,,
7,43,6,507,1,,,,,
13,6,10,195,0,,,,,
5,7,5,130,0,,,,,
6,25,3,301,0,,,,,
17,7,10,225,0,,,,,
15,30,10,445,0,,,,,
4,8,5,135,0,,,,,
1,46,1,472,1,,,,,
3,9,6,147,0,,,,,
13,43,9,558,1,,,,,
1,10,10,175,0,,,,,
10,42,1,477,1,,,,,
14,31,7,429,0,,,,,
5,14,9,228,0,,,,,
6,38,7,459,1,,,,,
1,10,5,140,0,,,,,
15,28,9,418,0,,,,,
11,19,1,252,0,,,,,
17,37,4,483,1,,,,,
11,25,5,340,0,,,,,
7,35,1,392,0,,,,,
14,21,6,322,0,,,,,
6,15,4,208,0,,,,,
0,11,8,166,0,,,,,
6,21,6,282,0,,,,,
17,18,8,321,0,,,,,
18,34,4,458,1,,,,,
17,29,3,396,0,,,,,
3,26,7,324,0,,,,,
19,38,5,510,1,,,,,
